County,Election_Date,Precinct,Contest_Group_ID,Contest_Type,Contest_Name,Choice,Choice_Party,Vote_For,Election_Day,One_Stop,Absentee_by_Mail,Provisional,Total_Votes
BERTIE,2016-11-08,ABSENTEE,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,42,0,42
BERTIE,2016-11-08,OS-LOB,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1396,0,0,1396
BERTIE,2016-11-08,MH,1001,S,US PRESIDENT,Donald J. Trump,REP,1,115,0,0,0,115
BERTIE,2016-11-08,OS-POW,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,494,0,0,494
BERTIE,2016-11-08,W1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,235,0,0,0,235
BERTIE,2016-11-08,SN,1001,S,US PRESIDENT,Donald J. Trump,REP,1,36,0,0,0,36
BERTIE,2016-11-08,C2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,52,0,0,0,52
BERTIE,2016-11-08,M1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,140,0,0,0,140
BERTIE,2016-11-08,IW,1001,S,US PRESIDENT,Donald J. Trump,REP,1,11,0,0,0,11
BERTIE,2016-11-08,WH,1001,S,US PRESIDENT,Donald J. Trump,REP,1,183,0,0,0,183
BERTIE,2016-11-08,WD,1001,S,US PRESIDENT,Donald J. Trump,REP,1,44,0,0,0,44
BERTIE,2016-11-08,M2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,131,0,0,0,131
BERTIE,2016-11-08,RX,1001,S,US PRESIDENT,Donald J. Trump,REP,1,105,0,0,0,105
BERTIE,2016-11-08,W2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,271,0,0,0,271
BERTIE,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,0,0,0
BERTIE,2016-11-08,C1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,169,0,0,0,169
BERTIE,2016-11-08,C1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,5,0,0,0,5
BUNCOMBE,2016-11-08,33.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,192,0,19,0,211
BUNCOMBE,2016-11-08,20.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,35,0,4,0,39
BUNCOMBE,2016-11-08,13.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,73,0,8,0,81
BUNCOMBE,2016-11-08,48.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,353,0,52,0,405
BUNCOMBE,2016-11-08,49.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,513,0,46,0,559
BUNCOMBE,2016-11-08,54.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,360,0,39,0,399
BUNCOMBE,2016-11-08,57.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,321,0,53,0,374
BUNCOMBE,2016-11-08,45.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,340,0,48,0,388
BUNCOMBE,2016-11-08,39.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,218,0,27,0,245
BUNCOMBE,2016-11-08,38.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,242,0,30,0,272
BUNCOMBE,2016-11-08,47.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,643,0,35,0,678
BUNCOMBE,2016-11-08,22.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,121,0,16,0,137
BUNCOMBE,2016-11-08,14.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,93,0,8,0,101
BUNCOMBE,2016-11-08,04.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,71,0,8,0,79
BUNCOMBE,2016-11-08,OS SBBL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,3165,0,0,3165
BUNCOMBE,2016-11-08,62.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,227,0,59,0,286
BUNCOMBE,2016-11-08,OS UNCA,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,352,0,0,352
BUNCOMBE,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,0,0,0
BUNCOMBE,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,0,0,0
BUNCOMBE,2016-11-08,21.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,190,0,35,0,225
BUNCOMBE,2016-11-08,17.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,60,0,10,0,70
BUNCOMBE,2016-11-08,19.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,70,0,15,0,85
BUNCOMBE,2016-11-08,30.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,226,0,23,0,249
BUNCOMBE,2016-11-08,60.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,122,0,11,0,133
BUNCOMBE,2016-11-08,58.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,140,0,19,0,159
BUNCOMBE,2016-11-08,OS BMBL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,2502,0,0,2502
BUNCOMBE,2016-11-08,OS BTFD,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1919,0,0,1919
BUNCOMBE,2016-11-08,28.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,51,0,6,0,57
BUNCOMBE,2016-11-08,08.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,105,0,31,0,136
BUNCOMBE,2016-11-08,OS FVBL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,3168,0,0,3168
BUNCOMBE,2016-11-08,64.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,251,0,21,0,272
BUNCOMBE,2016-11-08,65.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,203,0,33,0,236
BUNCOMBE,2016-11-08,44.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,332,0,55,0,387
BUNCOMBE,2016-11-08,38.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,345,0,39,0,384
BUNCOMBE,2016-11-08,36.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,195,0,28,0,223
BUNCOMBE,2016-11-08,25.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,199,0,15,0,214
BUNCOMBE,2016-11-08,07.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,78,0,10,0,88
BUNCOMBE,2016-11-08,OS WABL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,2342,0,0,2342
BUNCOMBE,2016-11-08,56.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,165,0,15,0,180
BUNCOMBE,2016-11-08,OS MORC,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,686,0,0,686
BUNCOMBE,2016-11-08,08.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,115,0,20,0,135
BUNCOMBE,2016-11-08,11.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,31,0,0,0,31
BUNCOMBE,2016-11-08,52.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,366,0,46,0,412
BUNCOMBE,2016-11-08,43.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,202,0,5,0,207
BUNCOMBE,2016-11-08,OS ABTC,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,248,0,0,248
BUNCOMBE,2016-11-08,71.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,339,0,32,0,371
BUNCOMBE,2016-11-08,34.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,110,0,14,0,124
BUNCOMBE,2016-11-08,37.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,268,0,12,0,280
BUNCOMBE,2016-11-08,OS NABL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1721,0,0,1721
BUNCOMBE,2016-11-08,OS NHPC,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,2240,0,0,2240
BUNCOMBE,2016-11-08,03.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,45,0,5,0,50
BUNCOMBE,2016-11-08,12.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,80,0,3,0,83
BUNCOMBE,2016-11-08,29.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,149,0,77,0,226
BUNCOMBE,2016-11-08,18.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,237,0,99,0,336
BUNCOMBE,2016-11-08,30.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,239,0,46,0,285
BUNCOMBE,2016-11-08,46.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,179,0,16,0,195
BUNCOMBE,2016-11-08,59.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,370,0,34,0,404
BUNCOMBE,2016-11-08,69.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,349,0,50,0,399
BUNCOMBE,2016-11-08,53.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,335,0,21,0,356
BUNCOMBE,2016-11-08,16.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,107,0,11,0,118
BUNCOMBE,2016-11-08,32.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,205,0,23,0,228
BUNCOMBE,2016-11-08,06.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,102,0,9,0,111
BUNCOMBE,2016-11-08,09.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,172,0,31,0,203
BUNCOMBE,2016-11-08,10.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,22,0,12,0,34
BUNCOMBE,2016-11-08,02.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,47,0,1,0,48
BUNCOMBE,2016-11-08,OS WGSC,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,215,0,0,215
BUNCOMBE,2016-11-08,OS WOCO,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,738,0,0,738
BUNCOMBE,2016-11-08,61.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,261,0,36,0,297
BUNCOMBE,2016-11-08,27.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,50,0,7,0,57
BUNCOMBE,2016-11-08,40.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,462,0,39,0,501
BUNCOMBE,2016-11-08,42.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,258,0,12,0,270
BUNCOMBE,2016-11-08,OS ACCC,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1487,0,0,1487
BUNCOMBE,2016-11-08,681,1001,S,US PRESIDENT,Donald J. Trump,REP,1,111,0,3,0,114
BUNCOMBE,2016-11-08,OS FCAM,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,208,0,0,208
BUNCOMBE,2016-11-08,55.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,315,0,32,0,347
BUNCOMBE,2016-11-08,66.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,156,0,17,0,173
BUNCOMBE,2016-11-08,63.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,138,0,9,0,147
BUNCOMBE,2016-11-08,24.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,213,0,23,0,236
BUNCOMBE,2016-11-08,23.3,1001,S,US PRESIDENT,Donald J. Trump,REP,1,88,0,5,0,93
BUNCOMBE,2016-11-08,26.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,107,0,16,0,123
BUNCOMBE,2016-11-08,41.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,446,0,41,0,487
BUNCOMBE,2016-11-08,15.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,91,0,11,0,102
BUNCOMBE,2016-11-08,01.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,53,0,15,0,68
BUNCOMBE,2016-11-08,67.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,153,0,21,0,174
BUNCOMBE,2016-11-08,50.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,389,0,19,0,408
BUNCOMBE,2016-11-08,33.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,125,0,11,0,136
BUNCOMBE,2016-11-08,OS ECBL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,4479,0,0,4479
BUNCOMBE,2016-11-08,OS PACK,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,316,0,0,316
BUNCOMBE,2016-11-08,60.4,1001,S,US PRESIDENT,Donald J. Trump,REP,1,118,0,14,0,132
BUNCOMBE,2016-11-08,39.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,135,0,10,0,145
BUNCOMBE,2016-11-08,31.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,274,0,24,0,298
BUNCOMBE,2016-11-08,05.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,132,0,28,0,160
BUNCOMBE,2016-11-08,ABSENTEE,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,0,0,0
BUNCOMBE,2016-11-08,OS WVTH,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,4656,0,0,4656
BUNCOMBE,2016-11-08,68.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,434,0,55,0,489
BUNCOMBE,2016-11-08,70.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,195,0,19,0,214
BUNCOMBE,2016-11-08,51.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,263,0,24,0,287
BUNCOMBE,2016-11-08,14.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,110,0,22,0,132
BUNCOMBE,2016-11-08,35.1,1001,S,US PRESIDENT,Donald J. Trump,REP,1,124,0,25,0,149
BUNCOMBE,2016-11-08,23.2,1001,S,US PRESIDENT,Donald J. Trump,REP,1,19,0,8,0,27
BUNCOMBE,2016-11-08,OS AVML,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1865,0,0,1865
BUNCOMBE,2016-11-08,OS PCBC,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1516,0,0,1516
BUNCOMBE,2016-11-08,OS LCBL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,3762,0,0,3762
BUNCOMBE,2016-11-08,OS LCBL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,131,0,0,131
BUNCOMBE,2016-11-08,24.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,21,0,1,0,22
BUNCOMBE,2016-11-08,50.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,8,0,0,0,8
BUNCOMBE,2016-11-08,70.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,29,0,0,0,29
BUNCOMBE,2016-11-08,OS AVML,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,199,0,0,199
BUNCOMBE,2016-11-08,14.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,12,0,0,0,12
BUNCOMBE,2016-11-08,15.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,16,0,1,0,17
BUNCOMBE,2016-11-08,32.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,22,0,0,0,22
BUNCOMBE,2016-11-08,39.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,29,0,3,0,32
BUNCOMBE,2016-11-08,23.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,1,0,1,0,2
BUNCOMBE,2016-11-08,40.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,15,0,3,0,18
BUNCOMBE,2016-11-08,63.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,7,0,1,0,8
BUNCOMBE,2016-11-08,OS ECBL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,209,0,0,209
BUNCOMBE,2016-11-08,55.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,37,0,2,0,39
BUNCOMBE,2016-11-08,66.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,15,0,0,0,15
BUNCOMBE,2016-11-08,OS FCAM,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,65,0,0,65
BUNCOMBE,2016-11-08,13.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,19,0,3,0,22
BUNCOMBE,2016-11-08,04.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,11,0,1,0,12
BUNCOMBE,2016-11-08,OS UNCA,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,92,0,0,92
BUNCOMBE,2016-11-08,49.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,37,0,2,0,39
BUNCOMBE,2016-11-08,33.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,30,0,0,0,30
BUNCOMBE,2016-11-08,65.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,23,0,1,0,24
BUNCOMBE,2016-11-08,OS WVTH,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,193,0,0,193
BUNCOMBE,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,0,0,0
BUNCOMBE,2016-11-08,38.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,19,0,1,0,20
BUNCOMBE,2016-11-08,37.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,16,0,2,0,18
BUNCOMBE,2016-11-08,22.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,12,0,4,0,16
BUNCOMBE,2016-11-08,62.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,18,0,8,0,26
BUNCOMBE,2016-11-08,67.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,9,0,1,0,10
BUNCOMBE,2016-11-08,60.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,16,0,1,0,17
BUNCOMBE,2016-11-08,11.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,14,0,0,0,14
BUNCOMBE,2016-11-08,05.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,25,0,2,0,27
BUNCOMBE,2016-11-08,OS PCBC,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,49,0,0,49
BUNCOMBE,2016-11-08,OS SBBL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,221,0,0,221
BUNCOMBE,2016-11-08,36.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,24,0,1,0,25
BUNCOMBE,2016-11-08,39.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,13,0,1,0,14
BUNCOMBE,2016-11-08,21.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,23,0,2,0,25
BUNCOMBE,2016-11-08,47.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,34,0,3,0,37
BUNCOMBE,2016-11-08,45.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,39,0,1,0,40
BUNCOMBE,2016-11-08,64.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,29,0,1,0,30
BUNCOMBE,2016-11-08,31.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,18,0,3,0,21
BUNCOMBE,2016-11-08,34.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,19,0,2,0,21
BUNCOMBE,2016-11-08,OS PACK,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,86,0,0,86
BUNCOMBE,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,0,0,0
BUNCOMBE,2016-11-08,35.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,13,0,5,0,18
BUNCOMBE,2016-11-08,30.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,21,0,1,0,22
BUNCOMBE,2016-11-08,20.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,18,0,1,0,19
BUNCOMBE,2016-11-08,17.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,13,0,0,0,13
BUNCOMBE,2016-11-08,23.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,9,0,1,0,10
BUNCOMBE,2016-11-08,58.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,15,0,0,0,15
BUNCOMBE,2016-11-08,14.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,26,0,0,0,26
BUNCOMBE,2016-11-08,OS WABL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,243,0,0,243
BUNCOMBE,2016-11-08,07.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,17,0,0,0,17
BUNCOMBE,2016-11-08,08.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,14,0,1,0,15
BUNCOMBE,2016-11-08,25.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,33,0,1,0,34
BUNCOMBE,2016-11-08,48.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,12,0,0,0,12
BUNCOMBE,2016-11-08,68.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,37,0,0,0,37
BUNCOMBE,2016-11-08,54.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,33,0,2,0,35
BUNCOMBE,2016-11-08,OS BTFD,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,88,0,0,88
BUNCOMBE,2016-11-08,08.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,18,0,4,0,22
BUNCOMBE,2016-11-08,19.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,14,0,1,0,15
BUNCOMBE,2016-11-08,33.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,12,0,1,0,13
BUNCOMBE,2016-11-08,52.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,26,0,2,0,28
BUNCOMBE,2016-11-08,51.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,24,0,2,0,26
BUNCOMBE,2016-11-08,OS BMBL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,160,0,0,160
BUNCOMBE,2016-11-08,OS NABL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,155,0,0,155
BUNCOMBE,2016-11-08,OS NHPC,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,133,0,0,133
BUNCOMBE,2016-11-08,59.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,33,0,0,0,33
BUNCOMBE,2016-11-08,57.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,21,0,3,0,24
BUNCOMBE,2016-11-08,56.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,29,0,0,0,29
BUNCOMBE,2016-11-08,41.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,24,0,0,0,24
BUNCOMBE,2016-11-08,42.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,9,0,2,0,11
BUNCOMBE,2016-11-08,28.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,21,0,2,0,23
BUNCOMBE,2016-11-08,27.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,0,0,0
BUNCOMBE,2016-11-08,10.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,6,0,0,0,6
BUNCOMBE,2016-11-08,03.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,15,0,3,0,18
BUNCOMBE,2016-11-08,OS ACCC,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,81,0,0,81
BUNCOMBE,2016-11-08,OS ABTC,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,67,0,0,67
BUNCOMBE,2016-11-08,71.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,34,0,5,0,39
BUNCOMBE,2016-11-08,26.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,17,0,0,0,17
BUNCOMBE,2016-11-08,30.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,22,0,1,0,23
BUNCOMBE,2016-11-08,ABSENTEE,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,0,0,0
BUNCOMBE,2016-11-08,61.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,24,0,1,0,25
BUNCOMBE,2016-11-08,OS WGSC,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,36,0,0,36
BUNCOMBE,2016-11-08,681,1001,S,US PRESIDENT,Gary Johnson,LIB,1,5,0,0,0,5
BUNCOMBE,2016-11-08,69.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,38,0,3,0,41
BUNCOMBE,2016-11-08,OS FVBL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,152,0,0,152
BUNCOMBE,2016-11-08,OS MORC,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,72,0,0,72
BUNCOMBE,2016-11-08,12.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,12,0,0,0,12
BUNCOMBE,2016-11-08,18.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,36,0,15,0,51
BUNCOMBE,2016-11-08,29.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,15,0,6,0,21
BUNCOMBE,2016-11-08,46.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,25,0,1,0,26
BUNCOMBE,2016-11-08,53.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,16,0,2,0,18
BUNCOMBE,2016-11-08,44.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,31,0,6,0,37
BUNCOMBE,2016-11-08,60.4,1001,S,US PRESIDENT,Gary Johnson,LIB,1,11,0,0,0,11
BUNCOMBE,2016-11-08,16.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,25,0,0,0,25
BUNCOMBE,2016-11-08,43.2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,25,0,0,0,25
BUNCOMBE,2016-11-08,38.3,1001,S,US PRESIDENT,Gary Johnson,LIB,1,32,0,1,0,33
BUNCOMBE,2016-11-08,09.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,50,0,1,0,51
BUNCOMBE,2016-11-08,02.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,16,0,0,0,16
BUNCOMBE,2016-11-08,06.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,9,0,1,0,10
BUNCOMBE,2016-11-08,01.1,1001,S,US PRESIDENT,Gary Johnson,LIB,1,18,0,1,0,19
BUNCOMBE,2016-11-08,OS WOCO,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,37,0,0,37
BUNCOMBE,2016-11-08,OS WGSC,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,2376,0,0,2376
BUNCOMBE,2016-11-08,69.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,154,0,17,0,171
BUNCOMBE,2016-11-08,681,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,44,0,0,0,44
BUNCOMBE,2016-11-08,45.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,240,0,45,0,285
BUNCOMBE,2016-11-08,46.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,100,0,20,0,120
BUNCOMBE,2016-11-08,59.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,139,0,78,0,217
BUNCOMBE,2016-11-08,63.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,63,0,5,0,68
BUNCOMBE,2016-11-08,16.2,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,292,0,28,0,320
BUNCOMBE,2016-11-08,13.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,347,0,29,0,376
BUNCOMBE,2016-11-08,19.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,106,0,21,0,127
BUNCOMBE,2016-11-08,20.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,104,0,15,0,119
BUNCOMBE,2016-11-08,55.1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,187,0,39,0,226
BUNCOMBE,2016-11-08,OS FCAM,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,2656,0,0,2656
BUNCOMBE,2016-11-08,23.3,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,92,0,17,0,109
