County,Election_Date,Precinct,Contest_Group_ID,Contest_Type,Contest_Name,Choice,Choice_Party,Vote_For,Election_Day,One_Stop,Absentee_by_Mail,Provisional,Total_Votes
ALEXANDER,2016-11-08,B2,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,1,8,3,0,12
ALEXANDER,2016-11-08,G1G2,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,1,11,0,0,12
ALEXANDER,2016-11-08,LRSL,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,5,10,1,0,16
ALEXANDER,2016-11-08,T1T4T5,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,5,9,1,0,15
ALEXANDER,2016-11-08,E,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,6,14,1,0,21
ALEXANDER,2016-11-08,B1,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,5,16,2,0,23
ALEXANDER,2016-11-08,T2T3,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,3,19,0,0,22
BLADEN,2016-11-08,P10,1001,S,US PRESIDENT,Donald J. Trump,REP,1,141,0,0,0,141
BLADEN,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,0,0,0
BLADEN,2016-11-08,P202,1001,S,US PRESIDENT,Donald J. Trump,REP,1,269,0,0,0,269
BLADEN,2016-11-08,P25,1001,S,US PRESIDENT,Donald J. Trump,REP,1,191,0,0,0,191
BLADEN,2016-11-08,P501,1001,S,US PRESIDENT,Donald J. Trump,REP,1,159,0,0,0,159
BLADEN,2016-11-08,P70,1001,S,US PRESIDENT,Donald J. Trump,REP,1,97,0,0,0,97
BLADEN,2016-11-08,P80,1001,S,US PRESIDENT,Donald J. Trump,REP,1,221,0,0,0,221
BLADEN,2016-11-08,ONE STOP DUBLIN,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1312,0,0,1312
BLADEN,2016-11-08,P502,1001,S,US PRESIDENT,Donald J. Trump,REP,1,94,0,0,0,94
BLADEN,2016-11-08,ONE STOP B-BORO,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,1357,0,0,1357
BLADEN,2016-11-08,P75,1001,S,US PRESIDENT,Donald J. Trump,REP,1,123,0,0,0,123
BLADEN,2016-11-08,P55,1001,S,US PRESIDENT,Donald J. Trump,REP,1,174,0,0,0,174
BLADEN,2016-11-08,P60,1001,S,US PRESIDENT,Donald J. Trump,REP,1,187,0,0,0,187
BLADEN,2016-11-08,P65,1001,S,US PRESIDENT,Donald J. Trump,REP,1,151,0,0,0,151
BLADEN,2016-11-08,ONE STOP LIBRARY,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,2521,0,0,2521
BLADEN,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,0,0,0
BLADEN,2016-11-08,ONE STOP EA,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,49,0,0,49
BLADEN,2016-11-08,P15,1001,S,US PRESIDENT,Donald J. Trump,REP,1,359,0,0,0,359
BLADEN,2016-11-08,P30,1001,S,US PRESIDENT,Donald J. Trump,REP,1,68,0,0,0,68
BLADEN,2016-11-08,P35,1001,S,US PRESIDENT,Donald J. Trump,REP,1,81,0,0,0,81
BLADEN,2016-11-08,P45,1001,S,US PRESIDENT,Donald J. Trump,REP,1,145,0,0,0,145
BLADEN,2016-11-08,P40,1001,S,US PRESIDENT,Donald J. Trump,REP,1,248,0,0,0,248
BLADEN,2016-11-08,P201,1001,S,US PRESIDENT,Donald J. Trump,REP,1,185,0,0,0,185
BLADEN,2016-11-08,MAIL ABSENTEE,1001,S,US PRESIDENT,Donald J. Trump,REP,1,0,0,379,0,379
BLADEN,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,0,0,0
BLADEN,2016-11-08,ONE STOP LIBRARY,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,59,0,0,59
BLADEN,2016-11-08,P25,1001,S,US PRESIDENT,Gary Johnson,LIB,1,10,0,0,0,10
BLADEN,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,0,0,0
BLADEN,2016-11-08,P80,1001,S,US PRESIDENT,Gary Johnson,LIB,1,2,0,0,0,2
BLADEN,2016-11-08,P55,1001,S,US PRESIDENT,Gary Johnson,LIB,1,3,0,0,0,3
BLADEN,2016-11-08,P10,1001,S,US PRESIDENT,Gary Johnson,LIB,1,3,0,0,0,3
BLADEN,2016-11-08,P40,1001,S,US PRESIDENT,Gary Johnson,LIB,1,7,0,0,0,7
BLADEN,2016-11-08,P45,1001,S,US PRESIDENT,Gary Johnson,LIB,1,9,0,0,0,9
BLADEN,2016-11-08,ONE STOP EA,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,4,0,0,4
BLADEN,2016-11-08,P75,1001,S,US PRESIDENT,Gary Johnson,LIB,1,3,0,0,0,3
BLADEN,2016-11-08,P65,1001,S,US PRESIDENT,Gary Johnson,LIB,1,7,0,0,0,7
BLADEN,2016-11-08,P60,1001,S,US PRESIDENT,Gary Johnson,LIB,1,10,0,0,0,10
BLADEN,2016-11-08,P202,1001,S,US PRESIDENT,Gary Johnson,LIB,1,3,0,0,0,3
BLADEN,2016-11-08,P201,1001,S,US PRESIDENT,Gary Johnson,LIB,1,6,0,0,0,6
BLADEN,2016-11-08,P501,1001,S,US PRESIDENT,Gary Johnson,LIB,1,4,0,0,0,4
BLADEN,2016-11-08,MAIL ABSENTEE,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,0,17,0,17
BLADEN,2016-11-08,P15,1001,S,US PRESIDENT,Gary Johnson,LIB,1,12,0,0,0,12
BLADEN,2016-11-08,P30,1001,S,US PRESIDENT,Gary Johnson,LIB,1,5,0,0,0,5
BLADEN,2016-11-08,P35,1001,S,US PRESIDENT,Gary Johnson,LIB,1,2,0,0,0,2
BLADEN,2016-11-08,P502,1001,S,US PRESIDENT,Gary Johnson,LIB,1,4,0,0,0,4
BLADEN,2016-11-08,ONE STOP DUBLIN,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,18,0,0,18
BLADEN,2016-11-08,ONE STOP B-BORO,1001,S,US PRESIDENT,Gary Johnson,LIB,1,0,22,0,0,22
BLADEN,2016-11-08,P70,1001,S,US PRESIDENT,Gary Johnson,LIB,1,1,0,0,0,1
BLADEN,2016-11-08,ONE STOP LIBRARY,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,2703,0,0,2703
BLADEN,2016-11-08,P201,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,60,0,0,0,60
BLADEN,2016-11-08,P502,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,150,0,0,0,150
BLADEN,2016-11-08,ONE STOP EA,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,517,0,0,517
BLADEN,2016-11-08,P35,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,74,0,0,0,74
BLADEN,2016-11-08,P15,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,158,0,0,0,158
BLADEN,2016-11-08,P501,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,273,0,0,0,273
BLADEN,2016-11-08,P30,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,143,0,0,0,143
BLADEN,2016-11-08,ONE STOP B-BORO,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,382,0,0,382
BLADEN,2016-11-08,ONE STOP DUBLIN,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,587,0,0,587
BLADEN,2016-11-08,P202,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,164,0,0,0,164
BLADEN,2016-11-08,P65,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,51,0,0,0,51
BLADEN,2016-11-08,P60,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,215,0,0,0,215
BLADEN,2016-11-08,P10,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,117,0,0,0,117
BLADEN,2016-11-08,P80,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,118,0,0,0,118
BLADEN,2016-11-08,P75,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,203,0,0,0,203
BLADEN,2016-11-08,P55,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,111,0,0,0,111
BLADEN,2016-11-08,MAIL ABSENTEE,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,0,614,0,614
BLADEN,2016-11-08,P45,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,60,0,0,0,60
BLADEN,2016-11-08,P40,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,93,0,0,0,93
BLADEN,2016-11-08,P70,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,60,0,0,0,60
BLADEN,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,0,0,0,0
BLADEN,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,0,0,0,0
BLADEN,2016-11-08,P25,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,168,0,0,0,168
BLADEN,2016-11-08,ONE STOP LIBRARY,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P10,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P80,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P25,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P65,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P60,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P202,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P45,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P75,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P55,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P40,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P30,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P501,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,ONE STOP EA,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P35,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P15,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,ONE STOP DUBLIN,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,ONE STOP B-BORO,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P70,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P201,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P502,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,MAIL ABSENTEE,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
BLADEN,2016-11-08,P502,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,1,0,0,0,1
BLADEN,2016-11-08,ONE STOP LIBRARY,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,23,0,0,23
BLADEN,2016-11-08,P15,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,8,0,0,0,8
BLADEN,2016-11-08,P65,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BLADEN,2016-11-08,P60,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,2,0,0,0,2
BLADEN,2016-11-08,P30,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,1,0,0,0,1
BLADEN,2016-11-08,ONE STOP EA,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,4,0,0,4
BLADEN,2016-11-08,P45,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BLADEN,2016-11-08,P40,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,2,0,0,0,2
BLADEN,2016-11-08,P35,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,4,0,0,0,4
BLADEN,2016-11-08,MAIL ABSENTEE,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,2,0,2
BLADEN,2016-11-08,P201,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BLADEN,2016-11-08,P80,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,3,0,0,0,3
BLADEN,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BLADEN,2016-11-08,P202,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,2,0,0,0,2
BLADEN,2016-11-08,P70,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BLADEN,2016-11-08,P501,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,2,0,0,0,2
BLADEN,2016-11-08,P25,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,3,0,0,0,3
BLADEN,2016-11-08,P55,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,2,0,0,0,2
BLADEN,2016-11-08,P75,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BLADEN,2016-11-08,P10,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,2,0,0,0,2
BLADEN,2016-11-08,ONE STOP DUBLIN,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,8,0,0,8
BLADEN,2016-11-08,ONE STOP B-BORO,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,7,0,0,7
BLADEN,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Write-In (Miscellaneous),,1,0,0,0,0,0
BURKE,2016-11-08,0047-A,1001,S,US PRESIDENT,Donald J. Trump,REP,1,189,508,16,0,713
BURKE,2016-11-08,0048,1001,S,US PRESIDENT,Donald J. Trump,REP,1,221,646,21,7,895
BURKE,2016-11-08,0022,1001,S,US PRESIDENT,Donald J. Trump,REP,1,214,713,17,3,947
BURKE,2016-11-08,0053,1001,S,US PRESIDENT,Donald J. Trump,REP,1,399,640,31,6,1076
BURKE,2016-11-08,0038,1001,S,US PRESIDENT,Donald J. Trump,REP,1,293,543,25,6,867
BURKE,2016-11-08,0018,1001,S,US PRESIDENT,Donald J. Trump,REP,1,185,43,7,9,244
BURKE,2016-11-08,0015,1001,S,US PRESIDENT,Donald J. Trump,REP,1,263,462,16,6,747
BURKE,2016-11-08,0003,1001,S,US PRESIDENT,Donald J. Trump,REP,1,240,367,16,4,627
BURKE,2016-11-08,0029-B,1001,S,US PRESIDENT,Donald J. Trump,REP,1,276,239,9,1,525
CARTERET,2016-11-08,HAIS,1001,S,US PRESIDENT,Gary Johnson,LIB,1,4,0,0,0,4
CARTERET,2016-11-08,BFT2,1001,S,US PRESIDENT,Gary Johnson,LIB,1,18,0,0,0,18
CARTERET,2016-11-08,PKNL,1001,S,US PRESIDENT,Gary Johnson,LIB,1,14,0,0,0,14
CARTERET,2016-11-08,OS-BOE,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,2251,0,0,2251
CARTERET,2016-11-08,BOGU,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,104,0,0,0,104
CARTERET,2016-11-08,EMIS,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,158,0,0,0,158
CARTERET,2016-11-08,CISL,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,13,0,0,0,13
CARTERET,2016-11-08,ABSENTEE,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,0,348,0,348
CARTERET,2016-11-08,NPT2,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,77,0,0,0,77
CARTERET,2016-11-08,WILD,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,139,0,0,0,139
CARTERET,2016-11-08,ATSL,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,64,0,0,0,64
CARTERET,2016-11-08,DASW,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,31,0,0,0,31
CARTERET,2016-11-08,MHD4,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,103,0,0,0,103
CARTERET,2016-11-08,MHD3,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,176,0,0,0,176
CARTERET,2016-11-08,STEL,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,71,0,0,0,71
CARTERET,2016-11-08,IBSP,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,39,0,0,0,39
CARTERET,2016-11-08,PKNL,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,133,0,0,0,133
CARTERET,2016-11-08,NRIV,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,92,0,0,0,92
CARTERET,2016-11-08,BFT2,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,150,0,0,0,150
CARTERET,2016-11-08,OS-WES,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,1320,0,0,1320
CARTERET,2016-11-08,BFT1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,140,0,0,0,140
CARTERET,2016-11-08,OTBE,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,60,0,0,0,60
CARTERET,2016-11-08,TRANSFER,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,0,0,0,0
CARTERET,2016-11-08,MASM,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,63,0,0,0,63
CARTERET,2016-11-08,BCRK,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,82,0,0,0,82
CARTERET,2016-11-08,OS-MHD,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,1789,0,0,1789
CARTERET,2016-11-08,PROVISIONAL,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,0,0,0,0
CARTERET,2016-11-08,ABCH,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,82,0,0,0,82
CARTERET,2016-11-08,WIHA,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,62,0,0,0,62
CARTERET,2016-11-08,MCRK,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,17,0,0,0,17
CARTERET,2016-11-08,CCCP,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,73,0,0,0,73
CARTERET,2016-11-08,PELE,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,45,0,0,0,45
CARTERET,2016-11-08,OS-CEN,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,1509,0,0,1509
CARTERET,2016-11-08,MERR,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,55,0,0,0,55
CARTERET,2016-11-08,OS-EAS,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,0,98,0,0,98
CARTERET,2016-11-08,MHD1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,122,0,0,0,122
CARTERET,2016-11-08,MHD2,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,154,0,0,0,154
CARTERET,2016-11-08,HAIS,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,42,0,0,0,42
CARTERET,2016-11-08,NPT1,1001,S,US PRESIDENT,Hillary Clinton,DEM,1,144,0,0,0,144
CARTERET,2016-11-08,MHD4,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
CARTERET,2016-11-08,MHD3,1001,S,US PRESIDENT,Jill Stein (Write-In),,1,0,0,0,0,0
